finger,usage,id,label,person,front,side
thumb,test,S/025_L_01,S,025,C:\Users\USER\Downloads\9-24_최종본\thumb\S\025_L_01_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\thumb\S\025_L_01_side_nail.jpg
thumb,test,S/025_R_01,S,025,C:\Users\USER\Downloads\9-24_최종본\thumb\S\025_R_01_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\thumb\S\025_R_01_side_nail.jpg
other,train,P/001_L_05,P,001,C:\Users\USER\Downloads\9-24_최종본\other\P\001_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\001_L_05_side_nail.jpg
other,train,P/003_L_02,P,003,C:\Users\USER\Downloads\9-24_최종본\other\P\003_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\003_L_02_side_nail.jpg
other,train,P/003_L_03,P,003,C:\Users\USER\Downloads\9-24_최종본\other\P\003_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\003_L_03_side_nail.jpg
other,train,P/003_R_02,P,003,C:\Users\USER\Downloads\9-24_최종본\other\P\003_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\003_R_02_side_nail.jpg
other,train,P/003_R_03,P,003,C:\Users\USER\Downloads\9-24_최종본\other\P\003_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\003_R_03_side_nail.jpg
other,train,P/003_R_04,P,003,C:\Users\USER\Downloads\9-24_최종본\other\P\003_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\003_R_04_side_nail.jpg
other,train,P/003_R_05,P,003,C:\Users\USER\Downloads\9-24_최종본\other\P\003_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\003_R_05_side_nail.jpg
other,train,P/004_L_03,P,004,C:\Users\USER\Downloads\9-24_최종본\other\P\004_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\004_L_03_side_nail.jpg
other,train,P/006_L_02,P,006,C:\Users\USER\Downloads\9-24_최종본\other\P\006_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\006_L_02_side_nail.jpg
other,train,P/006_L_03,P,006,C:\Users\USER\Downloads\9-24_최종본\other\P\006_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\006_L_03_side_nail.jpg
other,train,P/006_L_04,P,006,C:\Users\USER\Downloads\9-24_최종본\other\P\006_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\006_L_04_side_nail.jpg
other,train,P/006_L_05,P,006,C:\Users\USER\Downloads\9-24_최종본\other\P\006_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\006_L_05_side_nail.jpg
other,train,P/006_R_02,P,006,C:\Users\USER\Downloads\9-24_최종본\other\P\006_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\006_R_02_side_nail.jpg
other,train,P/006_R_03,P,006,C:\Users\USER\Downloads\9-24_최종본\other\P\006_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\006_R_03_side_nail.jpg
other,train,P/006_R_04,P,006,C:\Users\USER\Downloads\9-24_최종본\other\P\006_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\006_R_04_side_nail.jpg
other,train,P/006_R_05,P,006,C:\Users\USER\Downloads\9-24_최종본\other\P\006_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\006_R_05_side_nail.jpg
other,train,P/007_L_02,P,007,C:\Users\USER\Downloads\9-24_최종본\other\P\007_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\007_L_02_side_nail.jpg
other,train,P/007_R_02,P,007,C:\Users\USER\Downloads\9-24_최종본\other\P\007_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\007_R_02_side_nail.jpg
other,train,P/009_L_02,P,009,C:\Users\USER\Downloads\9-24_최종본\other\P\009_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\009_L_02_side_nail.jpg
other,train,P/009_L_03,P,009,C:\Users\USER\Downloads\9-24_최종본\other\P\009_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\009_L_03_side_nail.jpg
other,train,P/009_L_04,P,009,C:\Users\USER\Downloads\9-24_최종본\other\P\009_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\009_L_04_side_nail.jpg
other,train,P/009_L_05,P,009,C:\Users\USER\Downloads\9-24_최종본\other\P\009_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\009_L_05_side_nail.jpg
other,train,P/009_R_02,P,009,C:\Users\USER\Downloads\9-24_최종본\other\P\009_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\009_R_02_side_nail.jpg
other,train,P/009_R_03,P,009,C:\Users\USER\Downloads\9-24_최종본\other\P\009_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\009_R_03_side_nail.jpg
other,train,P/009_R_04,P,009,C:\Users\USER\Downloads\9-24_최종본\other\P\009_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\009_R_04_side_nail.jpg
other,train,P/009_R_05,P,009,C:\Users\USER\Downloads\9-24_최종본\other\P\009_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\009_R_05_side_nail.jpg
other,train,P/011_L_02,P,011,C:\Users\USER\Downloads\9-24_최종본\other\P\011_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\011_L_02_side_nail.jpg
other,train,P/011_L_03,P,011,C:\Users\USER\Downloads\9-24_최종본\other\P\011_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\011_L_03_side_nail.jpg
other,train,P/011_L_04,P,011,C:\Users\USER\Downloads\9-24_최종본\other\P\011_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\011_L_04_side_nail.jpg
other,train,P/011_L_05,P,011,C:\Users\USER\Downloads\9-24_최종본\other\P\011_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\011_L_05_side_nail.jpg
other,train,P/011_R_02,P,011,C:\Users\USER\Downloads\9-24_최종본\other\P\011_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\011_R_02_side_nail.jpg
other,train,P/011_R_03,P,011,C:\Users\USER\Downloads\9-24_최종본\other\P\011_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\011_R_03_side_nail.jpg
other,train,P/011_R_04,P,011,C:\Users\USER\Downloads\9-24_최종본\other\P\011_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\011_R_04_side_nail.jpg
other,train,P/011_R_05,P,011,C:\Users\USER\Downloads\9-24_최종본\other\P\011_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\011_R_05_side_nail.jpg
other,train,P/012_L_02,P,012,C:\Users\USER\Downloads\9-24_최종본\other\P\012_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\012_L_02_side_nail.jpg
other,train,P/012_L_04,P,012,C:\Users\USER\Downloads\9-24_최종본\other\P\012_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\012_L_04_side_nail.jpg
other,train,P/012_L_05,P,012,C:\Users\USER\Downloads\9-24_최종본\other\P\012_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\012_L_05_side_nail.jpg
other,train,P/012_R_02,P,012,C:\Users\USER\Downloads\9-24_최종본\other\P\012_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\012_R_02_side_nail.jpg
other,train,P/012_R_04,P,012,C:\Users\USER\Downloads\9-24_최종본\other\P\012_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\012_R_04_side_nail.jpg
other,train,P/012_R_05,P,012,C:\Users\USER\Downloads\9-24_최종본\other\P\012_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\012_R_05_side_nail.jpg
other,train,P/013_L_05,P,013,C:\Users\USER\Downloads\9-24_최종본\other\P\013_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\013_L_05_side_nail.jpg
other,train,P/013_R_05,P,013,C:\Users\USER\Downloads\9-24_최종본\other\P\013_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\013_R_05_side_nail.jpg
other,train,P/015_L_02,P,015,C:\Users\USER\Downloads\9-24_최종본\other\P\015_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\015_L_02_side_nail.jpg
other,train,P/015_L_04,P,015,C:\Users\USER\Downloads\9-24_최종본\other\P\015_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\015_L_04_side_nail.jpg
other,train,P/015_L_05,P,015,C:\Users\USER\Downloads\9-24_최종본\other\P\015_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\015_L_05_side_nail.jpg
other,train,P/015_R_02,P,015,C:\Users\USER\Downloads\9-24_최종본\other\P\015_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\015_R_02_side_nail.jpg
other,train,P/015_R_04,P,015,C:\Users\USER\Downloads\9-24_최종본\other\P\015_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\015_R_04_side_nail.jpg
other,train,P/015_R_05,P,015,C:\Users\USER\Downloads\9-24_최종본\other\P\015_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\015_R_05_side_nail.jpg
other,train,P/017_L_04,P,017,C:\Users\USER\Downloads\9-24_최종본\other\P\017_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\017_L_04_side_nail.jpg
other,train,P/017_L_05,P,017,C:\Users\USER\Downloads\9-24_최종본\other\P\017_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\017_L_05_side_nail.jpg
other,train,P/017_R_04,P,017,C:\Users\USER\Downloads\9-24_최종본\other\P\017_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\017_R_04_side_nail.jpg
other,train,P/017_R_05,P,017,C:\Users\USER\Downloads\9-24_최종본\other\P\017_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\017_R_05_side_nail.jpg
other,train,P/019_L_03,P,019,C:\Users\USER\Downloads\9-24_최종본\other\P\019_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\019_L_03_side_nail.jpg
other,train,P/019_L_04,P,019,C:\Users\USER\Downloads\9-24_최종본\other\P\019_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\019_L_04_side_nail.jpg
other,train,P/019_L_05,P,019,C:\Users\USER\Downloads\9-24_최종본\other\P\019_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\019_L_05_side_nail.jpg
other,train,P/019_R_02,P,019,C:\Users\USER\Downloads\9-24_최종본\other\P\019_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\019_R_02_side_nail.jpg
other,train,P/019_R_03,P,019,C:\Users\USER\Downloads\9-24_최종본\other\P\019_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\019_R_03_side_nail.jpg
other,train,P/019_R_04,P,019,C:\Users\USER\Downloads\9-24_최종본\other\P\019_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\019_R_04_side_nail.jpg
other,train,P/019_R_05,P,019,C:\Users\USER\Downloads\9-24_최종본\other\P\019_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\019_R_05_side_nail.jpg
other,train,P/024_L_02,P,024,C:\Users\USER\Downloads\9-24_최종본\other\P\024_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\024_L_02_side_nail.jpg
other,train,P/025_L_02,P,025,C:\Users\USER\Downloads\9-24_최종본\other\P\025_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\025_L_02_side_nail.jpg
other,train,P/025_R_02,P,025,C:\Users\USER\Downloads\9-24_최종본\other\P\025_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\025_R_02_side_nail.jpg
other,train,P/026_L_02,P,026,C:\Users\USER\Downloads\9-24_최종본\other\P\026_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\026_L_02_side_nail.jpg
other,train,P/026_L_05,P,026,C:\Users\USER\Downloads\9-24_최종본\other\P\026_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\026_L_05_side_nail.jpg
other,train,P/026_R_02,P,026,C:\Users\USER\Downloads\9-24_최종본\other\P\026_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\026_R_02_side_nail.jpg
other,train,P/026_R_05,P,026,C:\Users\USER\Downloads\9-24_최종본\other\P\026_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\026_R_05_side_nail.jpg
other,train,P/031_L_05,P,031,C:\Users\USER\Downloads\9-24_최종본\other\P\031_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\031_L_05_side_nail.jpg
other,train,P/032_L_02,P,032,C:\Users\USER\Downloads\9-24_최종본\other\P\032_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\032_L_02_side_nail.jpg
other,train,P/032_L_03,P,032,C:\Users\USER\Downloads\9-24_최종본\other\P\032_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\032_L_03_side_nail.jpg
other,train,P/032_L_04,P,032,C:\Users\USER\Downloads\9-24_최종본\other\P\032_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\032_L_04_side_nail.jpg
other,train,P/032_L_05,P,032,C:\Users\USER\Downloads\9-24_최종본\other\P\032_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\032_L_05_side_nail.jpg
other,train,P/032_R_03,P,032,C:\Users\USER\Downloads\9-24_최종본\other\P\032_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\032_R_03_side_nail.jpg
other,train,P/032_R_04,P,032,C:\Users\USER\Downloads\9-24_최종본\other\P\032_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\032_R_04_side_nail.jpg
other,train,P/032_R_05,P,032,C:\Users\USER\Downloads\9-24_최종본\other\P\032_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\032_R_05_side_nail.jpg
other,train,P/033_L_02,P,033,C:\Users\USER\Downloads\9-24_최종본\other\P\033_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\033_L_02_side_nail.jpg
other,train,P/033_L_03,P,033,C:\Users\USER\Downloads\9-24_최종본\other\P\033_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\033_L_03_side_nail.jpg
other,train,P/033_L_04,P,033,C:\Users\USER\Downloads\9-24_최종본\other\P\033_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\033_L_04_side_nail.jpg
other,train,P/033_L_05,P,033,C:\Users\USER\Downloads\9-24_최종본\other\P\033_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\033_L_05_side_nail.jpg
other,train,P/033_R_02,P,033,C:\Users\USER\Downloads\9-24_최종본\other\P\033_R_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\033_R_02_side_nail.jpg
other,train,P/033_R_03,P,033,C:\Users\USER\Downloads\9-24_최종본\other\P\033_R_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\033_R_03_side_nail.jpg
other,train,P/033_R_04,P,033,C:\Users\USER\Downloads\9-24_최종본\other\P\033_R_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\033_R_04_side_nail.jpg
other,train,P/033_R_05,P,033,C:\Users\USER\Downloads\9-24_최종본\other\P\033_R_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\033_R_05_side_nail.jpg
other,train,P/034_L_02,P,034,C:\Users\USER\Downloads\9-24_최종본\other\P\034_L_02_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\034_L_02_side_nail.jpg
other,train,P/034_L_03,P,034,C:\Users\USER\Downloads\9-24_최종본\other\P\034_L_03_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\034_L_03_side_nail.jpg
other,train,P/034_L_04,P,034,C:\Users\USER\Downloads\9-24_최종본\other\P\034_L_04_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\034_L_04_side_nail.jpg
other,train,P/034_L_05,P,034,C:\Users\USER\Downloads\9-24_최종본\other\P\034_L_05_front_nail.jpg,C:\Users\USER\Downloads\9-24_최종본\other\P\034_L_05_side_nail.jpg
