finger,usage,id,label,person,front,side
thumb,train,P/022_L_01,P,022,C:\Users\USER\Downloads\파일정리_cls\thumb\P\022_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\022_L_01_side_nail.jpg
thumb,train,P/041_R_01,P,041,C:\Users\USER\Downloads\파일정리_cls\thumb\P\041_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\041_R_01_side_nail.jpg
thumb,train,P/036_R_01,P,036,C:\Users\USER\Downloads\파일정리_cls\thumb\P\036_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\036_R_01_side_nail.jpg
thumb,train,P/033_R_01,P,033,C:\Users\USER\Downloads\파일정리_cls\thumb\P\033_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\033_R_01_side_nail.jpg
thumb,train,P/003_R_01,P,003,C:\Users\USER\Downloads\파일정리_cls\thumb\P\003_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\003_R_01_side_nail.jpg
thumb,train,P/041_L_01,P,041,C:\Users\USER\Downloads\파일정리_cls\thumb\P\041_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\041_L_01_side_nail.jpg
thumb,train,P/017_R_01,P,017,C:\Users\USER\Downloads\파일정리_cls\thumb\P\017_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\017_R_01_side_nail.jpg
thumb,train,P/024_L_01,P,024,C:\Users\USER\Downloads\파일정리_cls\thumb\P\024_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\024_L_01_side_nail.jpg
thumb,train,P/006_L_01,P,006,C:\Users\USER\Downloads\파일정리_cls\thumb\P\006_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\006_L_01_side_nail.jpg
thumb,train,P/038_R_01,P,038,C:\Users\USER\Downloads\파일정리_cls\thumb\P\038_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\038_R_01_side_nail.jpg
thumb,train,P/034_R_01,P,034,C:\Users\USER\Downloads\파일정리_cls\thumb\P\034_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\034_R_01_side_nail.jpg
thumb,train,P/032_L_01,P,032,C:\Users\USER\Downloads\파일정리_cls\thumb\P\032_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\032_L_01_side_nail.jpg
thumb,train,P/030_L_01,P,030,C:\Users\USER\Downloads\파일정리_cls\thumb\P\030_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\030_L_01_side_nail.jpg
thumb,train,P/008_R_01,P,008,C:\Users\USER\Downloads\파일정리_cls\thumb\P\008_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\008_R_01_side_nail.jpg
thumb,train,P/009_R_01,P,009,C:\Users\USER\Downloads\파일정리_cls\thumb\P\009_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\009_R_01_side_nail.jpg
thumb,train,P/021_L_01,P,021,C:\Users\USER\Downloads\파일정리_cls\thumb\P\021_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\021_L_01_side_nail.jpg
thumb,train,P/021_R_01,P,021,C:\Users\USER\Downloads\파일정리_cls\thumb\P\021_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\021_R_01_side_nail.jpg
thumb,train,P/022_R_01,P,022,C:\Users\USER\Downloads\파일정리_cls\thumb\P\022_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\022_R_01_side_nail.jpg
thumb,train,P/005_R_01,P,005,C:\Users\USER\Downloads\파일정리_cls\thumb\P\005_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\005_R_01_side_nail.jpg
thumb,train,P/009_L_01,P,009,C:\Users\USER\Downloads\파일정리_cls\thumb\P\009_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\009_L_01_side_nail.jpg
thumb,train,S/005_L_01,S,005,C:\Users\USER\Downloads\파일정리_cls\thumb\S\005_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\005_L_01_side_nail.jpg
thumb,train,S/019_L_01,S,019,C:\Users\USER\Downloads\파일정리_cls\thumb\S\019_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\019_L_01_side_nail.jpg
thumb,train,S/004_L_01,S,004,C:\Users\USER\Downloads\파일정리_cls\thumb\S\004_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\004_L_01_side_nail.jpg
thumb,train,S/013_L_01,S,013,C:\Users\USER\Downloads\파일정리_cls\thumb\S\013_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\013_L_01_side_nail.jpg
thumb,train,S/001_R_01,S,001,C:\Users\USER\Downloads\파일정리_cls\thumb\S\001_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\001_R_01_side_nail.jpg
thumb,train,S/023_L_01,S,023,C:\Users\USER\Downloads\파일정리_cls\thumb\S\023_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\023_L_01_side_nail.jpg
thumb,train,S/014_L_01,S,014,C:\Users\USER\Downloads\파일정리_cls\thumb\S\014_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\014_L_01_side_nail.jpg
thumb,train,S/025_L_01,S,025,C:\Users\USER\Downloads\파일정리_cls\thumb\S\025_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\025_L_01_side_nail.jpg
thumb,train,S/014_R_01,S,014,C:\Users\USER\Downloads\파일정리_cls\thumb\S\014_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\014_R_01_side_nail.jpg
thumb,train,S/025_R_01,S,025,C:\Users\USER\Downloads\파일정리_cls\thumb\S\025_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\025_R_01_side_nail.jpg
thumb,train,S/010_R_01,S,010,C:\Users\USER\Downloads\파일정리_cls\thumb\S\010_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\010_R_01_side_nail.jpg
thumb,train,S/002_R_01,S,002,C:\Users\USER\Downloads\파일정리_cls\thumb\S\002_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\002_R_01_side_nail.jpg
thumb,train,S/035_L_01,S,035,C:\Users\USER\Downloads\파일정리_cls\thumb\S\035_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\035_L_01_side_nail.jpg
thumb,train,S/026_R_01,S,026,C:\Users\USER\Downloads\파일정리_cls\thumb\S\026_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\026_R_01_side_nail.jpg
thumb,train,S/015_R_01,S,015,C:\Users\USER\Downloads\파일정리_cls\thumb\S\015_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\015_R_01_side_nail.jpg
thumb,train,S/013_R_01,S,013,C:\Users\USER\Downloads\파일정리_cls\thumb\S\013_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\013_R_01_side_nail.jpg
thumb,train,S/002_L_01,S,002,C:\Users\USER\Downloads\파일정리_cls\thumb\S\002_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\002_L_01_side_nail.jpg
thumb,train,S/010_L_01,S,010,C:\Users\USER\Downloads\파일정리_cls\thumb\S\010_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\010_L_01_side_nail.jpg
thumb,train,S/019_R_01,S,019,C:\Users\USER\Downloads\파일정리_cls\thumb\S\019_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\019_R_01_side_nail.jpg
thumb,train,S/026_L_01,S,026,C:\Users\USER\Downloads\파일정리_cls\thumb\S\026_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\026_L_01_side_nail.jpg
thumb,train,S/012_L_01,S,012,C:\Users\USER\Downloads\파일정리_cls\thumb\S\012_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\012_L_01_side_nail.jpg
thumb,train,S/003_L_01,S,003,C:\Users\USER\Downloads\파일정리_cls\thumb\S\003_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\003_L_01_side_nail.jpg
thumb,train,S/012_R_01,S,012,C:\Users\USER\Downloads\파일정리_cls\thumb\S\012_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\012_R_01_side_nail.jpg
thumb,test,P/016_R_01,P,016,C:\Users\USER\Downloads\파일정리_cls\thumb\P\016_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\016_R_01_side_nail.jpg
thumb,test,P/037_R_01,P,037,C:\Users\USER\Downloads\파일정리_cls\thumb\P\037_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\037_R_01_side_nail.jpg
thumb,test,P/016_L_01,P,016,C:\Users\USER\Downloads\파일정리_cls\thumb\P\016_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\016_L_01_side_nail.jpg
thumb,test,P/037_L_01,P,037,C:\Users\USER\Downloads\파일정리_cls\thumb\P\037_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\037_L_01_side_nail.jpg
thumb,test,P/038_L_01,P,038,C:\Users\USER\Downloads\파일정리_cls\thumb\P\038_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\038_L_01_side_nail.jpg
thumb,test,P/035_R_01,P,035,C:\Users\USER\Downloads\파일정리_cls\thumb\P\035_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\035_R_01_side_nail.jpg
thumb,test,P/017_L_01,P,017,C:\Users\USER\Downloads\파일정리_cls\thumb\P\017_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\017_L_01_side_nail.jpg
thumb,test,P/008_L_01,P,008,C:\Users\USER\Downloads\파일정리_cls\thumb\P\008_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\P\008_L_01_side_nail.jpg
thumb,test,S/023_R_01,S,023,C:\Users\USER\Downloads\파일정리_cls\thumb\S\023_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\023_R_01_side_nail.jpg
thumb,test,S/020_L_01,S,020,C:\Users\USER\Downloads\파일정리_cls\thumb\S\020_L_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\020_L_01_side_nail.jpg
thumb,test,S/004_R_01,S,004,C:\Users\USER\Downloads\파일정리_cls\thumb\S\004_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\004_R_01_side_nail.jpg
thumb,test,S/020_R_01,S,020,C:\Users\USER\Downloads\파일정리_cls\thumb\S\020_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\020_R_01_side_nail.jpg
thumb,test,S/011_R_01,S,011,C:\Users\USER\Downloads\파일정리_cls\thumb\S\011_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\011_R_01_side_nail.jpg
thumb,test,S/006_R_01,S,006,C:\Users\USER\Downloads\파일정리_cls\thumb\S\006_R_01_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\thumb\S\006_R_01_side_nail.jpg
other,train,P/021_R_02,P,021,C:\Users\USER\Downloads\파일정리_cls\other\P\021_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\021_R_02_side_nail.jpg
other,train,P/015_L_04,P,015,C:\Users\USER\Downloads\파일정리_cls\other\P\015_L_04_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\015_L_04_side_nail.jpg
other,train,P/005_L_04,P,005,C:\Users\USER\Downloads\파일정리_cls\other\P\005_L_04_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\005_L_04_side_nail.jpg
other,train,P/022_R_05,P,022,C:\Users\USER\Downloads\파일정리_cls\other\P\022_R_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\022_R_05_side_nail.jpg
other,train,P/019_L_03,P,019,C:\Users\USER\Downloads\파일정리_cls\other\P\019_L_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\019_L_03_side_nail.jpg
other,train,P/007_R_02,P,007,C:\Users\USER\Downloads\파일정리_cls\other\P\007_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\007_R_02_side_nail.jpg
other,train,P/019_R_03,P,019,C:\Users\USER\Downloads\파일정리_cls\other\P\019_R_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\019_R_03_side_nail.jpg
other,train,P/037_R_05,P,037,C:\Users\USER\Downloads\파일정리_cls\other\P\037_R_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\037_R_05_side_nail.jpg
other,train,P/005_L_02,P,005,C:\Users\USER\Downloads\파일정리_cls\other\P\005_L_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\005_L_02_side_nail.jpg
other,train,P/033_L_05,P,033,C:\Users\USER\Downloads\파일정리_cls\other\P\033_L_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\033_L_05_side_nail.jpg
other,train,P/008_L_04,P,008,C:\Users\USER\Downloads\파일정리_cls\other\P\008_L_04_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\008_L_04_side_nail.jpg
other,train,P/009_R_04,P,009,C:\Users\USER\Downloads\파일정리_cls\other\P\009_R_04_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\009_R_04_side_nail.jpg
other,train,P/011_L_03,P,011,C:\Users\USER\Downloads\파일정리_cls\other\P\011_L_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\011_L_03_side_nail.jpg
other,train,P/023_L_02,P,023,C:\Users\USER\Downloads\파일정리_cls\other\P\023_L_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\023_L_02_side_nail.jpg
other,train,P/020_R_04,P,020,C:\Users\USER\Downloads\파일정리_cls\other\P\020_R_04_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\020_R_04_side_nail.jpg
other,train,P/003_L_03,P,003,C:\Users\USER\Downloads\파일정리_cls\other\P\003_L_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\003_L_03_side_nail.jpg
other,train,P/032_R_03,P,032,C:\Users\USER\Downloads\파일정리_cls\other\P\032_R_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\032_R_03_side_nail.jpg
other,train,P/029_R_03,P,029,C:\Users\USER\Downloads\파일정리_cls\other\P\029_R_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\029_R_03_side_nail.jpg
other,train,P/012_R_05,P,012,C:\Users\USER\Downloads\파일정리_cls\other\P\012_R_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\012_R_05_side_nail.jpg
other,train,P/003_R_02,P,003,C:\Users\USER\Downloads\파일정리_cls\other\P\003_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\003_R_02_side_nail.jpg
other,train,P/033_L_02,P,033,C:\Users\USER\Downloads\파일정리_cls\other\P\033_L_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\033_L_02_side_nail.jpg
other,train,P/020_L_03,P,020,C:\Users\USER\Downloads\파일정리_cls\other\P\020_L_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\020_L_03_side_nail.jpg
other,train,P/003_L_02,P,003,C:\Users\USER\Downloads\파일정리_cls\other\P\003_L_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\003_L_02_side_nail.jpg
other,train,P/005_R_03,P,005,C:\Users\USER\Downloads\파일정리_cls\other\P\005_R_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\005_R_03_side_nail.jpg
other,train,P/035_L_05,P,035,C:\Users\USER\Downloads\파일정리_cls\other\P\035_L_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\035_L_05_side_nail.jpg
other,train,P/029_R_04,P,029,C:\Users\USER\Downloads\파일정리_cls\other\P\029_R_04_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\029_R_04_side_nail.jpg
other,train,P/041_L_05,P,041,C:\Users\USER\Downloads\파일정리_cls\other\P\041_L_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\041_L_05_side_nail.jpg
other,train,P/034_R_05,P,034,C:\Users\USER\Downloads\파일정리_cls\other\P\034_R_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\034_R_05_side_nail.jpg
other,train,P/006_R_03,P,006,C:\Users\USER\Downloads\파일정리_cls\other\P\006_R_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\006_R_03_side_nail.jpg
other,train,P/031_L_05,P,031,C:\Users\USER\Downloads\파일정리_cls\other\P\031_L_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\031_L_05_side_nail.jpg
other,train,P/003_R_04,P,003,C:\Users\USER\Downloads\파일정리_cls\other\P\003_R_04_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\003_R_04_side_nail.jpg
other,train,P/002_R_02,P,002,C:\Users\USER\Downloads\파일정리_cls\other\P\002_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\002_R_02_side_nail.jpg
other,train,P/037_R_02,P,037,C:\Users\USER\Downloads\파일정리_cls\other\P\037_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\037_R_02_side_nail.jpg
other,train,P/037_L_05,P,037,C:\Users\USER\Downloads\파일정리_cls\other\P\037_L_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\037_L_05_side_nail.jpg
other,train,P/019_R_04,P,019,C:\Users\USER\Downloads\파일정리_cls\other\P\019_R_04_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\019_R_04_side_nail.jpg
other,train,P/025_L_02,P,025,C:\Users\USER\Downloads\파일정리_cls\other\P\025_L_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\025_L_02_side_nail.jpg
other,train,P/011_L_05,P,011,C:\Users\USER\Downloads\파일정리_cls\other\P\011_L_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\011_L_05_side_nail.jpg
other,train,P/025_R_02,P,025,C:\Users\USER\Downloads\파일정리_cls\other\P\025_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\025_R_02_side_nail.jpg
other,train,P/006_R_05,P,006,C:\Users\USER\Downloads\파일정리_cls\other\P\006_R_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\006_R_05_side_nail.jpg
other,train,P/033_L_03,P,033,C:\Users\USER\Downloads\파일정리_cls\other\P\033_L_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\033_L_03_side_nail.jpg
other,train,P/009_L_04,P,009,C:\Users\USER\Downloads\파일정리_cls\other\P\009_L_04_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\009_L_04_side_nail.jpg
other,train,P/005_L_05,P,005,C:\Users\USER\Downloads\파일정리_cls\other\P\005_L_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\005_L_05_side_nail.jpg
other,train,P/026_R_02,P,026,C:\Users\USER\Downloads\파일정리_cls\other\P\026_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\026_R_02_side_nail.jpg
other,train,P/006_R_02,P,006,C:\Users\USER\Downloads\파일정리_cls\other\P\006_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\006_R_02_side_nail.jpg
other,train,P/015_R_04,P,015,C:\Users\USER\Downloads\파일정리_cls\other\P\015_R_04_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\015_R_04_side_nail.jpg
other,train,P/032_L_02,P,032,C:\Users\USER\Downloads\파일정리_cls\other\P\032_L_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\032_L_02_side_nail.jpg
other,train,P/001_L_05,P,001,C:\Users\USER\Downloads\파일정리_cls\other\P\001_L_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\001_L_05_side_nail.jpg
other,train,P/034_R_02,P,034,C:\Users\USER\Downloads\파일정리_cls\other\P\034_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\034_R_02_side_nail.jpg
other,train,P/024_L_02,P,024,C:\Users\USER\Downloads\파일정리_cls\other\P\024_L_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\024_L_02_side_nail.jpg
other,train,P/012_R_02,P,012,C:\Users\USER\Downloads\파일정리_cls\other\P\012_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\012_R_02_side_nail.jpg
other,train,P/009_L_03,P,009,C:\Users\USER\Downloads\파일정리_cls\other\P\009_L_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\009_L_03_side_nail.jpg
other,train,P/021_L_03,P,021,C:\Users\USER\Downloads\파일정리_cls\other\P\021_L_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\021_L_03_side_nail.jpg
other,train,P/041_L_02,P,041,C:\Users\USER\Downloads\파일정리_cls\other\P\041_L_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\041_L_02_side_nail.jpg
other,train,P/020_L_04,P,020,C:\Users\USER\Downloads\파일정리_cls\other\P\020_L_04_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\020_L_04_side_nail.jpg
other,train,P/008_R_04,P,008,C:\Users\USER\Downloads\파일정리_cls\other\P\008_R_04_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\008_R_04_side_nail.jpg
other,train,P/032_L_03,P,032,C:\Users\USER\Downloads\파일정리_cls\other\P\032_L_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\032_L_03_side_nail.jpg
other,train,P/041_R_02,P,041,C:\Users\USER\Downloads\파일정리_cls\other\P\041_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\041_R_02_side_nail.jpg
other,train,P/026_L_02,P,026,C:\Users\USER\Downloads\파일정리_cls\other\P\026_L_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\026_L_02_side_nail.jpg
other,train,P/034_L_03,P,034,C:\Users\USER\Downloads\파일정리_cls\other\P\034_L_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\034_L_03_side_nail.jpg
other,train,P/002_L_02,P,002,C:\Users\USER\Downloads\파일정리_cls\other\P\002_L_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\002_L_02_side_nail.jpg
other,train,P/017_L_05,P,017,C:\Users\USER\Downloads\파일정리_cls\other\P\017_L_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\017_L_05_side_nail.jpg
other,train,P/008_R_02,P,008,C:\Users\USER\Downloads\파일정리_cls\other\P\008_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\008_R_02_side_nail.jpg
other,train,P/032_R_05,P,032,C:\Users\USER\Downloads\파일정리_cls\other\P\032_R_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\032_R_05_side_nail.jpg
other,train,P/013_R_05,P,013,C:\Users\USER\Downloads\파일정리_cls\other\P\013_R_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\013_R_05_side_nail.jpg
other,train,P/023_L_05,P,023,C:\Users\USER\Downloads\파일정리_cls\other\P\023_L_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\023_L_05_side_nail.jpg
other,train,P/011_R_02,P,011,C:\Users\USER\Downloads\파일정리_cls\other\P\011_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\011_R_02_side_nail.jpg
other,train,P/011_R_03,P,011,C:\Users\USER\Downloads\파일정리_cls\other\P\011_R_03_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\011_R_03_side_nail.jpg
other,train,P/034_L_05,P,034,C:\Users\USER\Downloads\파일정리_cls\other\P\034_L_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\034_L_05_side_nail.jpg
other,train,P/019_R_02,P,019,C:\Users\USER\Downloads\파일정리_cls\other\P\019_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\019_R_02_side_nail.jpg
other,train,P/030_R_02,P,030,C:\Users\USER\Downloads\파일정리_cls\other\P\030_R_02_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\030_R_02_side_nail.jpg
other,train,P/020_R_05,P,020,C:\Users\USER\Downloads\파일정리_cls\other\P\020_R_05_front_nail.jpg,C:\Users\USER\Downloads\파일정리_cls\other\P\020_R_05_side_nail.jpg
